conid,start,end,open,high,low,close,volume,source
900000001,2023-08-19T15:24:19.102028+00:00,2023-08-20T15:24:19.102028+00:00,7.274092916,7.279124496,7.253606765,7.258627647,1001,synthetic
900000001,2023-08-20T15:24:19.102028+00:00,2023-08-21T15:24:19.102028+00:00,7.258627647,7.265046491,7.212771769,7.219155708,1008,synthetic
900000001,2023-08-21T15:24:19.102028+00:00,2023-08-22T15:24:19.102028+00:00,7.219155708,7.220644555,7.194417536,7.195901587,1015,synthetic
900000001,2023-08-22T15:24:19.102028+00:00,2023-08-23T15:24:19.102028+00:00,7.195901587,7.242354628,7.188723479,7.235137381,1022,synthetic
900000001,2023-08-23T15:24:19.102028+00:00,2023-08-24T15:24:19.102028+00:00,7.235137381,7.289186497,7.232667314,7.286698826,1029,synthetic
900000001,2023-08-24T15:24:19.102028+00:00,2023-08-25T15:24:19.102028+00:00,7.286698826,7.295057607,7.280795857,7.28915265,1036,synthetic
900000001,2023-08-25T15:24:19.102028+00:00,2023-08-26T15:24:19.102028+00:00,7.28915265,7.294882933,7.261888843,7.267602184,1043,synthetic
900000001,2023-08-26T15:24:19.102028+00:00,2023-08-27T15:24:19.102028+00:00,7.267602184,7.270353105,7.247476426,7.250220768,1050,synthetic
900000001,2023-08-27T15:24:19.102028+00:00,2023-08-28T15:24:19.102028+00:00,7.250220768,7.257427066,7.212346856,7.219522642,1057,synthetic
900000001,2023-08-28T15:24:19.102028+00:00,2023-08-29T15:24:19.102028+00:00,7.219522642,7.220729369,7.198280255,7.199483633,1064,synthetic
900000001,2023-08-29T15:24:19.102028+00:00,2023-08-30T15:24:19.102028+00:00,7.199483633,7.243455062,7.19298841,7.236926059,1071,synthetic
900000001,2023-08-30T15:24:19.102028+00:00,2023-08-31T15:24:19.102028+00:00,7.236926059,7.296189275,7.232132052,7.29135921,1078,synthetic
900000001,2023-08-31T15:24:19.102028+00:00,2023-09-01T15:24:19.102028+00:00,7.29135921,7.296975267,7.287432766,7.293047914,1085,synthetic
900000001,2023-09-01T15:24:19.102028+00:00,2023-09-02T15:24:19.102028+00:00,7.293047914,7.300035184,7.254652965,7.261610115,1092,synthetic
900000001,2023-09-02T15:24:19.102028+00:00,2023-09-03T15:24:19.102028+00:00,7.261610115,7.261701119,7.241121358,7.241212107,1099,synthetic
900000001,2023-09-03T15:24:19.102028+00:00,2023-09-04T15:24:19.102028+00:00,7.241212107,7.248199534,7.212872453,7.219839257,1106,synthetic
900000001,2023-09-04T15:24:19.102028+00:00,2023-09-05T15:24:19.102028+00:00,7.219839257,7.223573496,7.201066598,7.204793055,1113,synthetic
900000001,2023-09-05T15:24:19.102028+00:00,2023-09-06T15:24:19.102028+00:00,7.204793055,7.244187908,7.199886566,7.239257947,1120,synthetic
900000001,2023-09-06T15:24:19.102028+00:00,2023-09-07T15:24:19.102028+00:00,7.239257947,7.300846764,7.232807156,7.294346884,1127,synthetic
900000001,2023-09-07T15:24:19.102028+00:00,2023-09-08T15:24:19.102028+00:00,7.294346884,7.29759181,7.29294779,7.296192362,1134,synthetic
900000001,2023-09-08T15:24:19.102028+00:00,2023-09-09T15:24:19.102028+00:00,7.296192362,7.303462173,7.249093905,7.256323992,1141,synthetic
900000001,2023-09-09T15:24:19.102028+00:00,2023-09-10T15:24:19.102028+00:00,7.256323992,7.258901451,7.229435995,7.232004815,1148,synthetic
900000001,2023-09-10T15:24:19.102028+00:00,2023-09-11T15:24:19.102028+00:00,7.232004815,7.237800409,7.214128164,7.219914068,1155,synthetic
900000001,2023-09-11T15:24:19.102028+00:00,2023-09-12T15:24:19.102028+00:00,7.219914068,7.225655009,7.205826275,7.211560574,1162,synthetic
900000001,2023-09-12T15:24:19.102028+00:00,2023-09-13T15:24:19.102028+00:00,7.211560574,7.244981591,7.208929449,7.242339236,1169,synthetic
900000001,2023-09-13T15:24:19.102028+00:00,2023-09-14T15:24:19.102028+00:00,7.242339236,7.302954123,7.235129831,7.295691609,1176,synthetic
900000001,2023-09-14T15:24:19.102028+00:00,2023-09-15T15:24:19.102028+00:00,7.295691609,7.29957635,7.294366367,7.298250643,1183,synthetic
900000001,2023-09-15T15:24:19.102028+00:00,2023-09-16T15:24:19.102028+00:00,7.298250643,7.304787902,7.245360395,7.251856097,1190,synthetic
900000001,2023-09-16T15:24:19.102028+00:00,2023-09-17T15:24:19.102028+00:00,7.251856097,7.256739465,7.218173774,7.223037736,1197,synthetic
