conid,start,end,open,high,low,close,volume,source
12087792,2023-08-19T15:24:19.079968+00:00,2023-08-20T15:24:19.079968+00:00,1.085111441,1.086012401,1.082968102,1.083868029,1092,synthetic
12087792,2023-08-20T15:24:19.079968+00:00,2023-08-21T15:24:19.079968+00:00,1.083868029,1.084201869,1.08317854,1.083512271,1099,synthetic
12087792,2023-08-21T15:24:19.079968+00:00,2023-08-22T15:24:19.079968+00:00,1.083512271,1.085860342,1.082429424,1.084776231,1106,synthetic
12087792,2023-08-22T15:24:19.079968+00:00,2023-08-23T15:24:19.079968+00:00,1.084776231,1.08631187,1.084515183,1.086050515,1113,synthetic
12087792,2023-08-23T15:24:19.079968+00:00,2023-08-24T15:24:19.079968+00:00,1.086050515,1.087049026,1.085108612,1.086107075,1120,synthetic
12087792,2023-08-24T15:24:19.079968+00:00,2023-08-25T15:24:19.079968+00:00,1.086107075,1.086885567,1.084825777,1.085603909,1127,synthetic
12087792,2023-08-25T15:24:19.079968+00:00,2023-08-26T15:24:19.079968+00:00,1.085603909,1.086118236,1.084397618,1.084911617,1134,synthetic
12087792,2023-08-26T15:24:19.079968+00:00,2023-08-27T15:24:19.079968+00:00,1.084911617,1.085971433,1.082819851,1.083878659,1141,synthetic
12087792,2023-08-27T15:24:19.079968+00:00,2023-08-28T15:24:19.079968+00:00,1.083878659,1.083946426,1.083520297,1.083588046,1148,synthetic
12087792,2023-08-28T15:24:19.079968+00:00,2023-08-29T15:24:19.079968+00:00,1.083588046,1.085884917,1.082566716,1.084862386,1155,synthetic
12087792,2023-08-29T15:24:19.079968+00:00,2023-08-30T15:24:19.079968+00:00,1.084862386,1.086844866,1.084233195,1.086214892,1162,synthetic
12087792,2023-08-30T15:24:19.079968+00:00,2023-08-31T15:24:19.079968+00:00,1.086214892,1.086892847,1.085489569,1.086167495,1169,synthetic
12087792,2023-08-31T15:24:19.079968+00:00,2023-09-01T15:24:19.079968+00:00,1.086167495,1.087169617,1.084395584,1.085396996,1176,synthetic
12087792,2023-09-01T15:24:19.079968+00:00,2023-09-02T15:24:19.079968+00:00,1.085396996,1.085524673,1.084567152,1.084694747,1183,synthetic
12087792,2023-09-02T15:24:19.079968+00:00,2023-09-03T15:24:19.079968+00:00,1.084694747,1.085765559,1.082833332,1.083903364,1190,synthetic
12087792,2023-09-03T15:24:19.079968+00:00,2023-09-04T15:24:19.079968+00:00,1.083903364,1.084363301,1.083250351,1.083710206,1197,synthetic
