conid,start,end,open,high,low,close,volume,source
495512552,2023-08-19T15:24:19.091899+00:00,2023-08-20T15:24:19.091899+00:00,5373.743111,5374.610081,5352.423226,5353.286896,1052,synthetic
495512552,2023-08-20T15:24:19.091899+00:00,2023-08-21T15:24:19.091899+00:00,5353.286896,5358.130045,5339.483979,5344.319014,1059,synthetic
495512552,2023-08-21T15:24:19.091899+00:00,2023-08-22T15:24:19.091899+00:00,5344.319014,5347.835633,5333.013007,5336.524496,1066,synthetic
495512552,2023-08-22T15:24:19.091899+00:00,2023-08-23T15:24:19.091899+00:00,5336.524496,5357.515916,5333.624293,5354.605886,1073,synthetic
495512552,2023-08-23T15:24:19.091899+00:00,2023-08-24T15:24:19.091899+00:00,5354.605886,5400.188221,5349.484915,5395.028591,1080,synthetic
495512552,2023-08-24T15:24:19.091899+00:00,2023-08-25T15:24:19.091899+00:00,5395.028591,5403.796644,5394.929188,5403.697082,1087,synthetic
495512552,2023-08-25T15:24:19.091899+00:00,2023-08-26T15:24:19.091899+00:00,5403.697082,5408.919661,5366.096606,5371.287862,1094,synthetic
495512552,2023-08-26T15:24:19.091899+00:00,2023-08-27T15:24:19.091899+00:00,5371.287862,5374.038854,5343.795442,5346.533757,1101,synthetic
495512552,2023-08-27T15:24:19.091899+00:00,2023-08-28T15:24:19.091899+00:00,5346.533757,5350.197775,5339.271595,5342.933147,1108,synthetic
495512552,2023-08-28T15:24:19.091899+00:00,2023-08-29T15:24:19.091899+00:00,5342.933147,5347.67978,5337.339723,5342.085603,1115,synthetic
495512552,2023-08-29T15:24:19.091899+00:00,2023-08-30T15:24:19.091899+00:00,5342.085603,5359.262904,5341.030083,5358.204199,1122,synthetic
495512552,2023-08-30T15:24:19.091899+00:00,2023-08-31T15:24:19.091899+00:00,5358.204199,5400.372778,5352.862778,5394.994683,1129,synthetic
495512552,2023-08-31T15:24:19.091899+00:00,2023-09-01T15:24:19.091899+00:00,5394.994683,5406.086382,5393.108126,5404.196607,1136,synthetic
495512552,2023-09-01T15:24:19.091899+00:00,2023-09-02T15:24:19.091899+00:00,5404.196607,5408.546404,5364.965086,5369.286784,1143,synthetic
495512552,2023-09-02T15:24:19.091899+00:00,2023-09-03T15:24:19.091899+00:00,5369.286784,5373.53693,5336.186799,5340.41409,1150,synthetic
495512552,2023-09-03T15:24:19.091899+00:00,2023-09-04T15:24:19.091899+00:00,5340.41409,5343.258695,5338.43638,5341.280664,1157,synthetic
495512552,2023-09-04T15:24:19.091899+00:00,2023-09-05T15:24:19.091899+00:00,5341.280664,5353.332235,5335.966764,5348.011639,1164,synthetic
495512552,2023-09-05T15:24:19.091899+00:00,2023-09-06T15:24:19.091899+00:00,5348.011639,5363.561994,5347.071198,5362.618984,1171,synthetic
495512552,2023-09-06T15:24:19.091899+00:00,2023-09-07T15:24:19.091899+00:00,5362.618984,5399.074079,5357.80156,5394.228259,1178,synthetic
495512552,2023-09-07T15:24:19.091899+00:00,2023-09-08T15:24:19.091899+00:00,5394.228259,5406.988691,5390.619375,5403.373687,1185,synthetic
495512552,2023-09-08T15:24:19.091899+00:00,2023-09-09T15:24:19.091899+00:00,5403.373687,5406.243115,5364.780712,5367.631158,1192,synthetic
495512552,2023-09-09T15:24:19.091899+00:00,2023-09-10T15:24:19.091899+00:00,5367.631158,5372.787121,5330.08612,5335.210941,1199,synthetic
495512552,2023-09-10T15:24:19.091899+00:00,2023-09-11T15:24:19.091899+00:00,5335.210941,5339.493818,5335.191197,5339.474058,1206,synthetic
495512552,2023-09-11T15:24:19.091899+00:00,2023-09-12T15:24:19.091899+00:00,5339.474058,5359.146978,5334.334294,5353.993238,1213,synthetic
495512552,2023-09-12T15:24:19.091899+00:00,2023-09-13T15:24:19.091899+00:00,5353.993238,5370.577616,5351.183689,5367.760842,1220,synthetic
495512552,2023-09-13T15:24:19.091899+00:00,2023-09-14T15:24:19.091899+00:00,5367.760842,5396.586539,5364.140235,5392.948942,1227,synthetic
495512552,2023-09-14T15:24:19.091899+00:00,2023-09-15T15:24:19.091899+00:00,5392.948942,5406.012941,5388.12194,5401.178572,1234,synthetic
495512552,2023-09-15T15:24:19.091899+00:00,2023-09-16T15:24:19.091899+00:00,5401.178572,5402.16769,5365.185735,5366.168442,1241,synthetic
