conid,start,end,open,high,low,close,volume,source
8314,2023-08-19T15:24:19.056145+00:00,2023-08-20T15:24:19.056145+00:00,172.1386904,172.2764865,172.0038099,172.1416038,1014,synthetic
8314,2023-08-20T15:24:19.056145+00:00,2023-08-21T15:24:19.056145+00:00,172.1416038,172.2814753,171.7508699,171.8905374,1021,synthetic
8314,2023-08-21T15:24:19.056145+00:00,2023-08-22T15:24:19.056145+00:00,171.8905374,171.9485471,171.4074102,171.4652764,1028,synthetic
8314,2023-08-22T15:24:19.056145+00:00,2023-08-23T15:24:19.056145+00:00,171.4652764,171.6363664,170.3235887,170.4937093,1035,synthetic
8314,2023-08-23T15:24:19.056145+00:00,2023-08-24T15:24:19.056145+00:00,170.4937093,170.5295658,170.0724464,170.1082219,1042,synthetic
8314,2023-08-24T15:24:19.056145+00:00,2023-08-25T15:24:19.056145+00:00,170.1082219,171.3330164,169.9581264,171.1819735,1049,synthetic
8314,2023-08-25T15:24:19.056145+00:00,2023-08-26T15:24:19.056145+00:00,171.1819735,172.4161077,171.0630508,172.2964108,1056,synthetic
8314,2023-08-26T15:24:19.056145+00:00,2023-08-27T15:24:19.056145+00:00,172.2964108,172.3827244,172.1295091,172.2157823,1063,synthetic
8314,2023-08-27T15:24:19.056145+00:00,2023-08-28T15:24:19.056145+00:00,172.2157823,172.3827865,171.5451413,171.7116565,1070,synthetic
8314,2023-08-28T15:24:19.056145+00:00,2023-08-29T15:24:19.056145+00:00,171.7116565,171.7170515,171.2807097,171.2860912,1077,synthetic
8314,2023-08-29T15:24:19.056145+00:00,2023-08-30T15:24:19.056145+00:00,171.2860912,171.4492394,170.3629185,170.525342,1084,synthetic
8314,2023-08-30T15:24:19.056145+00:00,2023-08-31T15:24:19.056145+00:00,170.525342,170.6198689,170.0933797,170.1877194,1091,synthetic
8314,2023-08-31T15:24:19.056145+00:00,2023-09-01T15:24:19.056145+00:00,170.1877194,171.3371441,170.0774092,171.2261608,1098,synthetic
8314,2023-09-01T15:24:19.056145+00:00,2023-09-02T15:24:19.056145+00:00,171.2261608,172.5733226,171.0703164,172.416395,1105,synthetic
8314,2023-09-02T15:24:19.056145+00:00,2023-09-03T15:24:19.056145+00:00,172.416395,172.4419978,172.2603173,172.2859007,1112,synthetic
8314,2023-09-03T15:24:19.056145+00:00,2023-09-04T15:24:19.056145+00:00,172.2859007,172.4567546,171.3725815,171.5426984,1119,synthetic
